,Date,Open_Bitcoin,High_Bitcoin,Low_Bitcoin,Close_Bitcoin,Adj Close_Bitcoin,Volume_Bitcoin,Open_Ethereum,High_Ethereum,Low_Ethereum,Close_Ethereum,Adj Close_Ethereum,Volume_Ethereum
0,2017-11-09,7446.830078125,7446.830078125,7101.52001953125,7143.580078125,7143.580078125,3226249984,308.6449890136719,329.4519958496094,307.0559997558594,320.8840026855469,320.8840026855469,893249984
1,2017-11-10,7173.72998046875,7312.0,6436.8701171875,6618.14013671875,6618.14013671875,5208249856,320.6709899902344,324.7179870605469,294.5419921875,299.25299072265625,299.25299072265625,885985984
2,2017-11-11,6618.60986328125,6873.14990234375,6204.22021484375,6357.60009765625,6357.60009765625,4908680192,298.58599853515625,319.4530029296875,298.1919860839844,314.6809997558594,314.6809997558594,842300992
3,2017-11-12,6295.4501953125,6625.0498046875,5519.009765625,5950.06982421875,5950.06982421875,8957349888,314.69000244140625,319.15301513671875,298.51300048828125,307.9079895019531,307.9079895019531,1613479936
4,2017-11-13,5938.25,6811.18994140625,5844.2900390625,6559.490234375,6559.490234375,6263249920,307.0249938964844,328.4150085449219,307.0249938964844,316.71600341796875,316.71600341796875,1041889984
5,2017-11-14,6561.47998046875,6764.97998046875,6461.75,6635.75,6635.75,3197110016,316.76300048828125,340.177001953125,316.76300048828125,337.6310119628906,337.6310119628906,1069680000
6,2017-11-15,6634.759765625,7342.25,6634.759765625,7315.5400390625,7315.5400390625,4200880128,337.9639892578125,340.9119873046875,329.81298828125,333.35699462890625,333.35699462890625,722665984
7,2017-11-16,7323.240234375,7967.3798828125,7176.580078125,7871.68994140625,7871.68994140625,5123809792,333.4429931640625,336.15899658203125,323.6059875488281,330.92401123046875,330.92401123046875,797254016
8,2017-11-17,7853.56982421875,8004.58984375,7561.08984375,7708.990234375,7708.990234375,4651670016,330.1669921875,334.9639892578125,327.52301025390625,332.3940124511719,332.3940124511719,621732992
9,2017-11-18,7697.2099609375,7884.990234375,7463.43994140625,7790.14990234375,7790.14990234375,3667190016,331.9800109863281,349.6159973144531,327.68701171875,347.61199951171875,347.61199951171875,649638976
10,2017-11-19,7766.02978515625,8101.91015625,7694.10009765625,8036.490234375,8036.490234375,3149319936,347.4010009765625,371.2909851074219,344.739990234375,354.385986328125,354.385986328125,1181529984
11,2017-11-20,8039.06982421875,8336.8603515625,7949.35986328125,8200.6396484375,8200.6396484375,3488450048,354.093994140625,372.1369934082031,353.28900146484375,366.7300109863281,366.7300109863281,807027008
12,2017-11-21,8205.740234375,8348.66015625,7762.7099609375,8071.259765625,8071.259765625,4277609984,367.4429931640625,372.4700012207031,350.6929931640625,360.4010009765625,360.4010009765625,949912000
13,2017-11-22,8077.9501953125,8302.259765625,8075.47021484375,8253.5498046875,8253.5498046875,3633530112,360.31201171875,381.4200134277344,360.1470031738281,380.6520080566406,380.6520080566406,800819008
14,2017-11-23,8232.3798828125,8267.400390625,8038.77001953125,8038.77001953125,8038.77001953125,4225179904,381.4389953613281,425.5480041503906,376.0880126953125,410.1659851074219,410.1659851074219,1845680000
15,2017-11-24,8074.02001953125,8374.16015625,7940.93017578125,8253.6904296875,8253.6904296875,5058610176,412.5010070800781,480.9729919433594,402.7579956054688,474.9110107421875,474.9110107421875,2292829952
16,2017-11-25,8241.7099609375,8790.919921875,8191.14990234375,8790.919921875,8790.919921875,4342060032,475.6759948730469,485.1919860839844,461.0530090332031,466.2760009765625,466.2760009765625,1422080000
17,2017-11-26,8789.0400390625,9522.9296875,8775.58984375,9330.5498046875,9330.5498046875,5475579904,465.9739990234375,472.7229919433594,451.6059875488281,471.3299865722656,471.3299865722656,1197779968
18,2017-11-27,9352.7197265625,9818.349609375,9352.7197265625,9818.349609375,9818.349609375,5653320192,471.531005859375,493.4049987792969,468.4849853515625,480.3550109863281,480.3550109863281,1396480000
19,2017-11-28,9823.4296875,10125.7001953125,9736.2998046875,10058.7998046875,10058.7998046875,6348819968,480.51800537109375,482.4800109863281,466.34698486328125,472.9020080566406,472.9020080566406,1346499968
20,2017-11-29,10077.400390625,11517.400390625,9601.0302734375,9888.6103515625,9888.6103515625,11568799744,473.281005859375,522.3070068359375,425.0710144042969,427.5230102539063,427.5230102539063,2675940096
21,2017-11-30,9906.7900390625,10801.0,9202.0498046875,10233.599609375,10233.599609375,8310689792,431.2149963378906,465.49700927734375,401.2430114746094,447.114013671875,447.114013671875,1903040000
22,2017-12-01,10198.599609375,11046.7001953125,9694.650390625,10975.599609375,10975.599609375,6783119872,445.2090148925781,472.6090087890625,428.31201171875,466.5400085449219,466.5400085449219,1247879936
23,2017-12-02,10978.2998046875,11320.2001953125,10905.099609375,11074.599609375,11074.599609375,5138500096,466.85101318359375,476.239013671875,456.6530151367188,463.4490051269531,463.4490051269531,943649984
24,2017-12-03,11082.7001953125,11858.7001953125,10862.0,11323.2001953125,11323.2001953125,6608309760,463.7049865722656,482.8139953613281,451.85198974609375,465.8529968261719,465.8529968261719,990556992
