,Date,Open_Bitcoin,High_Bitcoin,Low_Bitcoin,Close_Bitcoin,Adj Close_Bitcoin,Volume_Bitcoin,Open_Ethereum,High_Ethereum,Low_Ethereum,Close_Ethereum,Adj Close_Ethereum,Volume_Ethereum
0,2019-01-01,3746.71337890625,3850.913818359375,3707.231201171875,3843.52001953125,3843.52001953125,4324200990,133.41815185546878,141.3975067138672,132.65071105957028,140.8194122314453,140.8194122314453,2258709868
1,2019-01-02,3849.21630859375,3947.981201171875,3817.409423828125,3943.409423828125,3943.409423828125,5244856836,141.51951599121094,156.92913818359375,140.65095520019528,155.0476837158203,155.0476837158203,3328240369
2,2019-01-03,3931.048583984375,3935.68505859375,3826.222900390625,3836.7412109375,3836.7412109375,4530215219,155.196044921875,155.86305236816406,147.1983642578125,149.135009765625,149.135009765625,2676164880
3,2019-01-04,3832.0400390625,3865.9345703125,3783.853759765625,3857.717529296875,3857.717529296875,4847965467,148.9128875732422,156.8789825439453,147.9071044921875,154.58193969726562,154.58193969726562,3126192535
4,2019-01-05,3851.973876953125,3904.903076171875,3836.900146484375,3845.194580078125,3845.194580078125,5137609824,154.33741760253906,160.82489013671875,154.33741760253906,155.6385955810547,155.6385955810547,3338211928
5,2019-01-06,3836.51904296875,4093.29736328125,3826.51318359375,4076.632568359375,4076.632568359375,5597027440,155.80422973632812,159.37144470214844,152.08592224121094,157.74620056152344,157.74620056152344,3231294371
6,2019-01-07,4078.5849609375,4092.613525390625,4020.89404296875,4025.248291015625,4025.248291015625,5228625637,157.8094940185547,158.45042419433594,151.15072631835938,151.69921875,151.69921875,2712108388
7,2019-01-08,4028.47216796875,4109.02099609375,3996.955322265625,4030.847900390625,4030.847900390625,5306593305,151.96754455566406,153.6257781982422,148.66954040527344,150.35963439941406,150.35963439941406,2459808140
8,2019-01-09,4031.552001953125,4068.403564453125,4022.662841796875,4035.29638671875,4035.29638671875,5115905225,150.5546875,153.62225341796875,150.2883758544922,150.80311584472656,150.80311584472656,2369241197
9,2019-01-10,4034.411376953125,4064.066650390625,3659.174560546875,3678.924560546875,3678.924560546875,6874143796,150.843505859375,152.1482696533203,126.52937316894531,128.62518310546878,128.62518310546878,3397734456
